Run,Program Version,Time Started (UTC),Minutes Spent,Position,Points,How satisfied are you with life as a whole these days? (ql4c1ak),How enjoyable is your life as a whole these days? (dzyh760),age,device,gender,employed,education,projectID,startedAt,computerID,creditScore,assignmentID,ethnicityUsa,religiousness,yearOfBirth,participantID,educationScore,ethnicityWhite,politicalViews,computerCountry,filedBankruptcy,householdIncome,socialMediaUse,employmentStatus,femaleAs1MaleAs0,outcomeCreditScore,politicalLiberalness,filedBankruptcyScore,householdIncomeScore,overallPhysicalHealth,outcomeSocialMediaUse,householdIncomeEstimate,outcomeKnowsCreditScore,outcomeReligiousness0To5,outcomeRelationshipLongTerm,mostRecentMentalHealthDiagnosis,outcomeOverallPhysicalHealth,everDiagnosedMentalHealthDisorder,ethnicityNative,outcomeRelationshipNone,"Imagine I gave you a ""REPLAY YESTERDAY"" button. When pressed, this button would cause you to be instantly transported back in time to yesterday morning. You would live the day again exactly the same as you did the first time. You would have no recollection of pressing the button. *Would you press this button to replay yesterday?* (6jkjlca)",ethnicityBlack,"Imagine I gave you a ""SKIP TOMORROW"" button. When pressed, this button would cause you to be instantly transported 24 hours into the future. You still do all the things you would normally do (so nobody else can tell any difference), and remember the day normally, you just don't experience it. Afterwards, you forget you pressed the button. *Would you press this button to skip tomorrow?* (5jpyee3)",buttontext,finished,project_id,assignment_id,participant_id,url,ethnicityOther,ethnicityAsian,ethnicityLatino,outcomeRelationshipJustStarted
9458026,3,2023-01-26 19:13:54,0.8,rl4pf73,0,1,3,60,tablet,male,1,completedProfessionalDegree,pbbfdbc42,2023/01/26 11:12 AM,54d279679531490642f20aa0c5f486f21bd55ea2,Very Good: 740 - 799,pa656c170,"White, Caucasian or European",Slightly religious,1962,p52a8866d,7,1,Moderate,United States,no,"$25,000 to $39,999",about an hour,Part-time work,0,740,0,0,2,Average,45,32500,1,1,,anxiety,0,1,,1,No,,Yes,Click to finish and give feedback,1,pbbfdbc42,pa656c170,p52a8866d,https://app.positly.com/#/f?task_id=pbbfdbc42,,,,
9458027,3,2023-01-26 19:14:09,0.47,rl4pf73,0,2,2,29,desktop,female,1,completedAssociateDegreeOnly,pbbfdbc42,2023/01/26 11:13 AM,d9d33a25c65d7344e8cd70a8a1ad7afe768f075e,I do not have a FICO credit score,pd8dbfaaf,"Asian (e.g. Chinese, Indian)",Not at all religious,1993,pac224533,4,,Liberal,United States,no,"Less than $9,999",less than 30 minutes,Own business / Self-employed,1,-1,1,0,0,Below average,15,4500,1,0,,none,-2,0,,1,No,,No,Click to finish and give feedback,1,pbbfdbc42,pd8dbfaaf,pac224533,https://app.positly.com/#/f?task_id=pbbfdbc42,,1,,
9458030,3,2023-01-26 19:14:54,0.45,rl4pf73,0,3,6,64,desktop,female,1,completedBachelorsDegree,pbbfdbc42,2023/01/26 11:14 AM,eb291dc0246df97f75e5ae950f65148761c54491,Fair: 580 - 669,pf09b6823,"White, Caucasian or European",Moderately religious,1958,p56b053c5,5,1,Liberal,United States,no,"$10,000 to $24,999",less than 30 minutes,Own business / Self-employed,1,580,1,0,1,Far above average,15,17500,1,3,,none,3,0,,1,No,,No,Click to finish and give feedback,1,pbbfdbc42,pf09b6823,p56b053c5,https://app.positly.com/#/f?task_id=pbbfdbc42,,,,
9458031,3,2023-01-26 19:14:59,0.78,rl4pf73,0,2,4,29,desktop,male,1,completedDoctorateDegree,pbbfdbc42,2023/01/26 11:14 AM,e80e350b3a32077b435004d5982112a937396274,I do not remember my FICO credit score,pdb3bb928,"White, Caucasian or European",Not at all religious,1993,p443a3675,8,1,Liberal,United States,no,"$40,000 to $59,999",up to 3 hours,Own business / Self-employed,0,300,1,0,3,Below average,90,50000,0,0,,none,-2,0,,1,No,,No,Click to finish and give feedback,1,pbbfdbc42,pdb3bb928,p443a3675,https://app.positly.com/#/f?task_id=pbbfdbc42,,,,
9458033,3,2023-01-26 19:15:16,1.02,rl4pf73,0,1,2,37,desktop,female,0,completedBachelorsDegree,pbbfdbc42,2023/01/26 11:14 AM,030e649163c7019bb8fc8d593e875a44d68317f2,Very Poor: 300 - 579,paad915dd,"Black, African or African Descent",Not at all religious,1985,p012683f8,5,,Liberal,United States,no,"$85,000 to $114,999",more than 3 hours,Unemployed,1,300,1,0,5,A little below average,180,100000,1,0,,none,-1,0,,1,No,1,No,Click to finish and give feedback,1,pbbfdbc42,paad915dd,p012683f8,https://app.positly.com/#/f?task_id=pbbfdbc42,,,,
9458034,3,2023-01-26 19:15:17,0.45,rl4pf73,0,8,7,36,desktop,male,1,completedBachelorsDegree,pbbfdbc42,2023/01/26 11:15 AM,008ad2e9df4b5c59ba64e3ac570f62fc85ff5429,Very Good: 740 - 799,pa69c1e07,"White, Caucasian or European",Not at all religious,1987,p13bd3ddf,5,1,Very liberal,United States,no,"$40,000 to $59,999",about an hour,Full-time work,0,740,2,0,3,Above average,45,50000,1,0,,depression,2,1,,1,No,,No,Click to finish and give feedback,1,pbbfdbc42,pa69c1e07,p13bd3ddf,https://app.positly.com/#/f?task_id=pbbfdbc42,,,,
9458036,3,2023-01-26 19:15:56,0.4,rl4pf73,0,8,9,40,desktop,female,1,completedBachelorsDegree,pbbfdbc42,2023/01/26 11:15 AM,3b04199f1ace21460cb1edb15075c51867488fd1,Fair: 580 - 669,pb679eb96,"White, Caucasian or European",Not at all religious,1982,p80fdb473,5,1,Liberal,United States,no,"$60,000 to $84,999",about an hour,Part-time work,1,580,1,0,4,Above average,45,72500,1,0,1,none,2,0,,,No,,Yes,Click to finish and give feedback,1,pbbfdbc42,pb679eb96,p80fdb473,https://app.positly.com/#/f?task_id=pbbfdbc42,,,,
9458040,3,2023-01-26 19:16:52,0.75,rl4pf73,0,4,3,56,desktop,male,1,completedMastersDegree,pbbfdbc42,2023/01/26 11:16 AM,3a380c36fa826fe8d4ff4fd0a59bf7d4189d351d,Very Good: 740 - 799,pb58454cb,"White, Caucasian or European",Not at all religious,1966,pda5a4f1d,6,1,Moderate,United States,no,"$40,000 to $59,999",about an hour,Own business / Self-employed,0,740,0,0,3,Above average,45,50000,1,0,,none,2,0,,1,No,,No,Click to finish and give feedback,1,pbbfdbc42,pb58454cb,pda5a4f1d,https://app.positly.com/#/f?task_id=pbbfdbc42,,,,
9458042,3,2023-01-26 19:17:02,0.53,rl4pf73,0,3,2,24,desktop,female,0,completedBachelorsDegree,pbbfdbc42,2023/01/26 11:16 AM,b4210da8f165cf7c22c92ae20f2b225419e5c58b,I do not have a FICO credit score,pd2993fac,"Black, African or African Descent",Not at all religious,1998,pbcd2300a,5,,Liberal,United States,no,"$25,000 to $39,999",up to 3 hours,Unemployed,1,-1,1,0,2,Below average,90,32500,1,0,1,anxiety,-2,1,,,No,1,Yes,Click to finish and give feedback,1,pbbfdbc42,pd2993fac,pbcd2300a,https://app.positly.com/#/f?task_id=pbbfdbc42,,,,
9458043,3,2023-01-26 19:17:08,0.25,rl4pf73,0,6,6,24,desktop,female,1,completedBachelorsDegree,pbbfdbc42,2023/01/26 11:16 AM,c53667a83fa8fd74ddcf6328037c60380632c5c5,I do not remember my FICO credit score,pafd6b9dc,"Black, African or African Descent",Slightly religious,1998,p491006e9,5,,Liberal,United States,no,"$85,000 to $114,999",up to 3 hours,Other type of paid work,1,300,1,0,5,Far above average,90,100000,0,1,,none,3,0,,1,Yes,1,No,Click to finish and give feedback,1,pbbfdbc42,pafd6b9dc,p491006e9,https://app.positly.com/#/f?task_id=pbbfdbc42,,,,
9458051,3,2023-01-26 19:18:01,0.62,rl4pf73,0,8,7,36,desktop,male,1,completedAssociateDegreeOnly,pbbfdbc42,2023/01/26 11:17 AM,7a3a0bff99f37bbe7ecae68ba6b6120b1db82e16,Very Good: 740 - 799,pcb49cd96,"White, Caucasian or European",Not at all religious,1986,pff3e2da3,4,1,Liberal,United States,no,"$40,000 to $59,999",less than 30 minutes,Full-time work,0,740,1,0,3,Average,15,50000,1,0,,none,0,0,,1,No,,No,Click to finish and give feedback,1,pbbfdbc42,pcb49cd96,pff3e2da3,https://app.positly.com/#/f?task_id=pbbfdbc42,,,,
9458053,3,2023-01-26 19:18:27,0.27,rl4pf73,0,8,7,33,desktop,male,1,completedTradeTechicalVocationalTraing,pbbfdbc42,2023/01/26 11:18 AM,4383b80468c6698d65290e1b63971d0359fb3901,Very Poor: 300 - 579,pd92a0b16,"White, Caucasian or European",Not at all religious,1990,p7d88d63c,3,1,Very liberal,United States,no,"$10,000 to $24,999",up to 3 hours,Full-time work,0,300,2,0,1,Average,90,17500,1,0,,anxiety,0,1,,1,No,,No,Click to finish and give feedback,1,pbbfdbc42,pd92a0b16,p7d88d63c,https://app.positly.com/#/f?task_id=pbbfdbc42,,,,
9458054,3,2023-01-26 19:19:15,1.57,rl4pf73,0,8,8,23,desktop,female,0,completedAssociateDegreeOnly,pbbfdbc42,2023/01/26 11:17 AM,81a4ca05be39914e42f77813e7afe4cfb4568712,Good: 670 - 739,pfb0b6773,"Asian (e.g. Chinese, Indian)",Not at all religious,2000,pff3c2b9d,4,,Moderate,United States,no,"$10,000 to $24,999",up to 3 hours,Studying,1,670,0,0,1,Above average,90,17500,1,0,,none,2,0,,1,No,,No,Click to finish and give feedback,1,pbbfdbc42,pfb0b6773,pff3c2b9d,https://app.positly.com/#/f?task_id=pbbfdbc42,,1,,
9458055,3,2023-01-26 19:19:19,0.37,rl4pf73,0,7,5,35,desktop,female,1,completedAssociateDegreeOnly,pbbfdbc42,2023/01/26 11:18 AM,2ebe479aae499bbe60fc921735db058972bae02f,Very Good: 740 - 799,pdcbd3934,"White, Caucasian or European",Not at all religious,1988,p49211b36,4,1,Very liberal,United States,no,"$115,000 to $149,999",up to 3 hours,Full-time work,1,740,2,0,6,A little above average,90,132500,1,0,1,anxiety,1,1,,,No,,No,Click to finish and give feedback,1,pbbfdbc42,pdcbd3934,p49211b36,https://app.positly.com/#/f?task_id=pbbfdbc42,,,,
9458060,3,2023-01-26 19:20:22,0.33,rl4pf73,0,3,2,32,desktop,male,1,completedOnlyHighSchoolOrTheEquivalent,pbbfdbc42,2023/01/26 11:20 AM,6660d70b03119f85834ed7ce73ccabc10e17f56b,Exceptional: 800 - 850,pac5d2dcd,"White, Caucasian or European",Moderately religious,1990,pb9ad7772,2,1,Moderate,United States,no,"Less than $9,999",less than 30 minutes,Own business / Self-employed,0,800,0,0,0,Far below average,15,4500,1,3,,anxiety,-3,1,,1,No,,No,Click to finish and give feedback,1,pbbfdbc42,pac5d2dcd,pb9ad7772,https://app.positly.com/#/f?task_id=pbbfdbc42,,,,
9458061,3,2023-01-26 19:20:24,0.78,rl4pf73,0,10,10,57,desktop,male,1,completedTradeTechicalVocationalTraing,pbbfdbc42,2023/01/26 11:20 AM,c5aed5a26772cb1a8aeb25e2a321055f4563a6ae,I do not remember my FICO credit score,pa897d806,"White, Caucasian or European",Extremely religious,1965,p64ec4ecd,3,1,Moderate,United States,no,"$60,000 to $84,999",less than 30 minutes,Full-time work,0,300,0,0,4,Far above average,15,72500,0,5,,none,3,0,,1,Yes,,No,Click to finish and give feedback,1,pbbfdbc42,pa897d806,p64ec4ecd,https://app.positly.com/#/f?task_id=pbbfdbc42,,,,
9458064,3,2023-01-26 19:20:37,0.32,rl4pf73,0,10,10,42,smartphone,female,1,completedMastersDegree,pbbfdbc42,2023/01/26 11:20 AM,21dcb86a2545a58900398c1459956b17fbec5c06,Exceptional: 800 - 850,pa0e98ade,"White, Caucasian or European",Moderately religious,1981,p4e6b93cc,6,1,Conservative,United States,no,"$115,000 to $149,999",about an hour,Full-time work,1,800,-1,0,6,Above average,45,132500,1,3,1,none,2,0,,,No,,No,Click to finish and give feedback,1,pbbfdbc42,pa0e98ade,p4e6b93cc,https://app.positly.com/#/f?task_id=pbbfdbc42,,,,
9458070,3,2023-01-26 19:21:26,0.9,rl4pf73,0,9,8,54,desktop,female,1,completedBachelorsDegree,pbbfdbc42,2023/01/26 11:20 AM,acdea6e9e68b774bbdb44bc3c6740fc7e0457ab1,Very Good: 740 - 799,pa858499f,"White, Caucasian or European",Moderately religious,1968,p6d704831,5,1,Conservative,United States,no,"$85,000 to $114,999",less than 30 minutes,Full-time work,1,740,-1,0,5,Above average,15,100000,1,3,,none,2,0,,1,No,,No,Click to finish and give feedback,1,pbbfdbc42,pa858499f,p6d704831,https://app.positly.com/#/f?task_id=pbbfdbc42,,,,
9458074,3,2023-01-26 19:22:03,0.75,rl4pf73,0,7,7,37,desktop,female,1,completedBachelorsDegree,pbbfdbc42,2023/01/26 11:21 AM,f9b7f6e76f59997a8dd52a3511902d7752a1284c,Very Good: 740 - 799,pd2168981,"White, Caucasian or European",Not at all religious,1986,pe36188d0,5,1,Very liberal,United States,no,"$40,000 to $59,999",up to 3 hours,Own business / Self-employed,1,740,2,0,3,Above average,90,50000,1,0,,none,2,0,,1,No,,No,Click to finish and give feedback,1,pbbfdbc42,pd2168981,pe36188d0,https://app.positly.com/#/f?task_id=pbbfdbc42,,,,
9458089,3,2023-01-26 19:24:05,0.72,rl4pf73,0,3,5,36,desktop,male,1,completedBachelorsDegree,pbbfdbc42,2023/01/26 11:23 AM,ddb313103d7527014ea5d3a7aa4692f86b354a3f,I do not remember my FICO credit score,pf5f61e79,"White, Caucasian or European",Not at all religious,1986,p91a844b3,5,1,Liberal,United States,no,"Less than $9,999",about an hour,Part-time work,0,300,1,0,0,Above average,45,4500,0,0,,depression,2,1,,1,No,,No,Click to finish and give feedback,1,pbbfdbc42,pf5f61e79,p91a844b3,https://app.positly.com/#/f?task_id=pbbfdbc42,,,,
9458103,3,2023-01-26 19:27:47,0.48,rl4pf73,0,2,3,42,desktop,male,1,completedMastersDegree,pbbfdbc42,2023/01/26 11:27 AM,24cf1cebfe0c0193f71e7bc648bcfe1d1fae8bae,Fair: 580 - 669,pf39dfc86,"Latino, Hispanic or Spanish origin",Not at all religious,1980,paab8ccf6,6,,Very liberal,United States,no,"$25,000 to $39,999",up to 3 hours,Full-time work,0,580,2,0,2,Below average,90,32500,1,0,1,depression,-2,1,,,No,,No,Click to finish and give feedback,1,pbbfdbc42,pf39dfc86,paab8ccf6,https://app.positly.com/#/f?task_id=pbbfdbc42,,,1,
9458111,3,2023-01-26 19:28:46,0.77,rl4pf73,0,5,6,35,desktop,female,1,completedMastersDegree,pbbfdbc42,2023/01/26 11:23 AM,61cbb58331009eaf1cfd44e078482c3f68e7ebe4,Good: 670 - 739,pac834f4b,"White, Caucasian or European",Not at all religious,1987,p384d534f,6,1,Liberal,United States,no,"$60,000 to $84,999",about an hour,Own business / Self-employed,1,670,1,0,4,Average,45,72500,1,0,1,none,0,0,,,No,,No,Click to finish and give feedback,1,pbbfdbc42,pac834f4b,p384d534f,https://app.positly.com/#/f?task_id=pbbfdbc42,,,,
9458118,3,2023-01-26 19:30:40,0.6,rl4pf73,0,3,2,35,desktop,male,1,completedTradeTechicalVocationalTraing,pbbfdbc42,2023/01/26 11:30 AM,fc54ee2e09f13545bac7e4a48a60b1737d83311a,Fair: 580 - 669,pc927368b,"White, Caucasian or European",Not at all religious,1987,p2a3223f3,3,1,Liberal,United States,no,"$10,000 to $24,999",about an hour,Full-time work,0,580,1,0,1,A little below average,45,17500,1,0,1,none,-1,0,,,No,,Yes,Click to finish and give feedback,1,pbbfdbc42,pc927368b,p2a3223f3,https://app.positly.com/#/f?task_id=pbbfdbc42,,,,
